"Reviewed","Exported","Document type","Date added","Date issued","Vendor","Currency","Total","Tax","GST","HST","PST","QST","Other","Sales Tax","Tip","Type","Tax category","Classification","Sub-classification","Description","Pay method","Pay account","Card type","Card number","Comment"
"No","No","Receipt","9/3/2025 9:20 PM","2/7/2019","Run'n On Empty 50Ave","CAD","20.00","0.95","0.95","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Card","","","3265",""
"Yes","No","Receipt","9/3/2025 9:20 PM","2/7/2019","PETRO-CANADA","CAD","61.37","2.92","2.92","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Debit","","","3265","L-7,69.028"
"Yes","No","Receipt","9/3/2025 9:20 PM","2/14/2019","Fas Gas Westp","CAD","14.70","0.70","0.00","0.00","0.00","0.70","0.00","","0.00","Personal","Deductible","Meal reinbursement","","","Cash","","","",""
"Yes","No","Receipt","9/3/2025 9:20 PM","2/5/2019","Run'n On Empty 50Ave","CAD","17.05","0.81","0.81","0.00","0.00","0.00","0.00","","0.00","Personal","Deductible","supplies","","","Debit","","","3265",""
"Yes","No","Receipt","9/3/2025 9:20 PM","2/2/2019","Fas Gas Red Deer","CAD","100.00","4.76","4.76","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Cash","","","","L-19,96.247"
"Yes","No","Receipt","9/3/2025 9:20 PM","2/3/2019","Run'n On Empty 50Ave","CAD","40.01","1.91","1.91","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Cash","","","","L-3,40.455"
"No","No","Receipt","9/3/2025 9:20 PM","2/28/2019","Fas Gas west park","CAD","20.00","0.95","0.95","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Card","","VISA","2011",""
"No","No","Receipt","9/3/2025 9:21 PM","1/10/2019","Fas Gas Westpark 4305 55th Street Red Deer AB","CAD","100.00","4.76","4.76","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Debit","","","9206",""
"Yes","No","Receipt","9/3/2025 9:20 PM","2/9/2019","32 nd street esso","CAD","40.28","1.67","1.67","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Debit","","","3265","L-22,36.542"
"Yes","No","Receipt","9/3/2025 9:20 PM","2/27/2019","Run'n On Empty 50Ave","CAD","51.80","2.47","2.47","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Cash","","","","L-20,49.00"
"No","No","Receipt","9/3/2025 9:20 PM","1/22/2019","Fas Gas Red Deer","CAD","63.37","3.02","3.02","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Debit","","","3265","L-3,60.987"
"Yes","No","Receipt","9/3/2025 9:20 PM","2/23/2019","CentraI Alberta Co-op GAS BAR","CAD","10.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Cash","","","",""
"No","No","Receipt","9/3/2025 9:20 PM","2/21/2019","Run'n On Empty 50Ave","CAD","96.56","4.60","4.60","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Debit","","","3265","L-5,92.877"
"No","No","Receipt","9/3/2025 9:20 PM","1/21/2019","Run'n On Empty 50Ave","CAD","52.00","2.48","2.48","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Debit","","","3265","L-3,50.050"
"Yes","No","Receipt","9/3/2025 9:20 PM","2/22/2019","Fas Gas Red Deer","CAD","40.00","1.90","1.90","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Cash","","","","L-5,38.498"
"Yes","No","Receipt","9/3/2025 9:20 PM","2/20/2019","Fas Gas Red Deer","CAD","20.00","0.95","0.95","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Cash","","","",""
"No","No","Receipt","9/3/2025 9:20 PM","2/28/2019","Run'n On Empty 50Ave","CAD","23.80","1.13","1.13","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Debit","","","3265","L-3,22.907"
"Yes","No","Receipt","9/3/2025 9:20 PM","2/19/2019","Run'n On Empty 50Ave","CAD","40.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Cash","","","","L-3,38.495"
"No","No","Receipt","9/3/2025 9:20 PM","1/21/2019","Run'n On Empty 50Ave","CAD","20.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Debit","","","3265","L-3,20.852"
"Yes","No","Receipt","9/3/2025 9:20 PM","2/23/2019","Run'n On Empty 50Ave","CAD","61.19","2.91","2.91","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Debit","","","3265",""
"Yes","No","Receipt","8/28/2025 10:58 PM","8/10/2019","Fas Gas west park","CAD","100.00","4.76","4.76","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Cash","","","",""
"Yes","No","Receipt","8/28/2025 10:58 PM","8/22/2019","Run'n On Empty 50Ave","CAD","34.93","1.66","1.66","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Debit","","","3265","L-5,35.317"
"Yes","No","Receipt","9/10/2025 7:04 PM","8/16/2019","Run'n On Empty 50Ave","CAD","18.88","0.98","0.98","0.00","0.00","0.00","0.00","","0.00","Personal","","Food","","","Debit","","","3265",""
"Yes","No","Receipt","8/26/2025 7:34 PM","8/16/2019","Plenty of Liquor","CAD","185.61","8.40","8.40","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Debit","","","",""
"Yes","No","Receipt","8/26/2025 7:34 PM","8/16/2019","Plenty of Liquor","CAD","179.82","8.31","8.31","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Debit","","","",""
"Yes","No","Receipt","8/26/2025 7:34 PM","8/9/2019","Plenty of Liquor","CAD","78.17","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Cash","","","",""
"Yes","No","Receipt","8/26/2025 7:34 PM","8/22/2019","Plenty of Liquor","CAD","33.03","1.55","1.55","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Debit","","","",""
"Yes","No","Receipt","8/26/2025 7:34 PM","8/23/2019","Plenty of Liquor","CAD","42.72","1.95","1.95","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Cash","","","",""
"Yes","No","Receipt","8/26/2025 7:34 PM","8/23/2019","Plenty of Liquor","CAD","143.07","6.47","6.47","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Cash","","","",""
"Yes","No","Receipt","8/26/2025 7:34 PM","8/30/2019","Plenty of Liquor","CAD","311.56","14.44","14.44","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Cash","","","",""
"Yes","No","Receipt","8/26/2025 7:34 PM","8/30/2019","Plenty of Liquor","CAD","78.17","3.60","3.60","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Debit","","","",""
"Yes","No","Receipt","8/26/2025 7:34 PM","8/30/2019","Plenty of Liquor","CAD","158.45","7.20","7.20","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Cash","","","",""
"Yes","No","Receipt","8/26/2025 7:34 PM","8/30/2019","Plenty of Liquor","CAD","74.47","3.55","3.55","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Debit","","","",""
"Yes","No","Receipt","8/26/2025 7:34 PM","8/30/2019","Plenty of Liquor","CAD","71.83","3.25","3.25","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Cash","","","",""
"Yes","No","Receipt","8/26/2025 7:34 PM","8/30/2019","Plenty of Liquor","CAD","94.76","4.28","4.28","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Cash","","","",""
"Yes","No","Receipt","8/26/2025 7:34 PM","7/26/2019","Plenty of Liquor","CAD","54.60","2.57","2.57","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Debit","","","",""
"Yes","No","Receipt","8/26/2025 7:34 PM","7/5/2019","Plenty of Liquor","CAD","115.96","5.35","5.35","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Debit","","","",""
"Yes","No","Receipt","8/26/2025 7:34 PM","8/30/2019","Plenty of Liquor","CAD","290.24","13.42","13.42","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Cash","","","",""
"Yes","No","Receipt","8/26/2025 7:34 PM","8/9/2019","Plenty of Liquor","CAD","203.76","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Cash","","","",""
"Yes","No","Receipt","8/26/2025 7:34 PM","8/16/2019","Plenty of Liquor","CAD","93.72","4.27","4.27","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Debit","","","",""
"Yes","No","Receipt","8/26/2025 7:34 PM","8/16/2019","Plenty of Liquor","CAD","115.34","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Cash","","","",""
"Yes","No","Receipt","8/26/2025 7:34 PM","8/31/2019","Plenty of Liquor","CAD","23.19","1.10","1.10","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Cash","","","",""
"Yes","No","Receipt","8/26/2025 7:35 PM","3/30/2019","Plenty of Liquor","CAD","168.14","7.75","7.75","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Cash","","","",""
"Yes","No","Receipt","8/26/2025 7:35 PM","6/20/2019","Plenty of Liquor","CAD","45.66","2.10","2.10","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Debit","","","",""
"Yes","No","Receipt","8/26/2025 7:34 PM","8/16/2019","Plenty of Liquor","CAD","101.68","4.60","4.60","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Debit","","","",""
"Yes","No","Receipt","8/26/2025 7:34 PM","8/16/2019","Plenty of Liquor","CAD","82.19","3.78","3.78","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Debit","","","",""
"Yes","No","Receipt","8/26/2025 7:34 PM","8/16/2019","Plenty of Liquor","CAD","39.29","1.79","1.79","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Debit","","","",""
"Yes","No","Receipt","8/26/2025 7:34 PM","8/16/2019","Plenty of Liquor","CAD","18.71","0.89","0.89","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Cash","","","",""
"Yes","No","Receipt","8/26/2025 7:08 PM","6/28/2019","Plenty of Liquor","CAD","84.80","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Debit","","","",""
"Yes","No","Receipt","8/26/2025 7:08 PM","6/28/2019","Plenty of Liquor","CAD","42.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Debit","","","",""
"Yes","No","Receipt","8/26/2025 7:08 PM","6/27/2019","Plenty of Liquor","CAD","52.53","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Debit","","","",""
"Yes","No","Receipt","8/26/2025 7:08 PM","6/27/2019","Plenty of Liquor","CAD","212.84","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Debit","","","",""
"Yes","No","Receipt","8/26/2025 7:08 PM","6/27/2019","Plenty of Liquor","CAD","69.44","3.14","3.14","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Debit","","","",""
"Yes","No","Receipt","8/26/2025 7:08 PM","6/27/2019","Plenty of Liquor","CAD","181.15","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Debit","","","",""
"Yes","No","Receipt","8/26/2025 7:08 PM","6/27/2019","Plenty of Liquor","CAD","56.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Debit","","","",""
"Yes","No","Receipt","8/26/2025 7:08 PM","6/20/2019","Plenty of Liquor","CAD","45.63","2.16","2.16","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Debit","","","",""
"Yes","No","Receipt","8/26/2025 7:08 PM","6/20/2019","Plenty of Liquor","CAD","89.54","4.04","4.04","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Debit","","","",""
"Yes","No","Receipt","8/26/2025 7:08 PM","6/14/2019","Plenty of Liquor","CAD","87.53","3.94","3.94","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Debit","","","",""
"Yes","No","Receipt","8/26/2025 7:35 PM","6/20/2019","Plenty of Liquor","CAD","76.95","3.57","3.57","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Debit","","","",""
"Yes","No","Receipt","8/26/2025 7:08 PM","6/14/2019","Plenty of Liquor","CAD","80.27","3.73","3.73","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Debit","","","",""
"Yes","No","Receipt","8/26/2025 7:08 PM","6/14/2019","Plenty of Liquor","CAD","170.30","7.88","7.88","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Debit","","","","L-23"
"Yes","No","Receipt","8/26/2025 7:08 PM","7/19/2019","Plenty of Liquor","CAD","50.52","2.41","2.41","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Debit","","","","ice"
"Yes","No","Receipt","8/26/2025 7:08 PM","1/12/2019","Plenty of Liquor","CAD","85.90","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Cash","","","",""
"Yes","No","Receipt","8/26/2025 7:08 PM","7/12/2019","Plenty of Liquor","CAD","147.31","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Cash","","","",""
"Yes","No","Receipt","8/26/2025 7:34 PM","7/5/2019","Plenty of Liquor","CAD","28.53","2.70","1.35","1.35","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Debit","","","",""
"Yes","No","Receipt","8/26/2025 7:34 PM","8/16/2019","Plenty of Liquor","CAD","203.76","9.29","9.29","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Debit","","","",""
"Yes","No","Receipt","8/26/2025 7:34 PM","7/5/2019","Plenty of Liquor","CAD","200.64","9.20","9.20","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Debit","","","",""
"Yes","No","Receipt","8/26/2025 7:34 PM","7/5/2019","Plenty of Liquor","CAD","99.12","4.43","4.43","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Debit","","","",""
"Yes","No","Receipt","8/26/2025 7:34 PM","7/5/2019","Plenty of Liquor","CAD","93.11","4.25","4.25","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Debit","","","",""
"Yes","No","Receipt","8/26/2025 7:34 PM","7/5/2019","Plenty of Liquor","CAD","11.61","0.55","0.55","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Debit","","","",""
"Yes","No","Receipt","8/26/2025 7:08 PM","6/14/2019","Plenty of Liquor","CAD","198.43","9.13","9.13","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Debit","","","",""
"Yes","No","Receipt","8/26/2025 7:08 PM","6/12/2019","Plenty of Liquor","CAD","251.38","11.69","11.69","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Debit","","","",""
"Yes","No","Receipt","8/26/2025 7:35 PM","7/19/2019","Plenty of Liquor","CAD","58.05","2.62","2.62","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Debit","","","",""
"Yes","No","Receipt","8/26/2025 7:35 PM","3/28/2019","Plenty of Liquor","CAD","191.09","8.69","8.69","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Debit","","","",""
"Yes","No","Receipt","8/26/2025 9:22 PM","9/14/2019","Plenty of Liquor","CAD","124.64","2.40","2.40","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Cash","","","",""
"Yes","No","Receipt","8/26/2025 9:22 PM","9/1/2019","Plenty of Liquor","CAD","78.66","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Cash","","","",""
"Yes","No","Receipt","8/26/2025 9:22 PM","9/7/2019","Plenty of Liquor","CAD","116.06","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Cash","","","",""
"Yes","No","Receipt","8/26/2025 9:22 PM","7/13/2019","Plenty of Liquor","CAD","57.79","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Cash","","","",""
"Yes","No","Receipt","8/26/2025 9:22 PM","3/13/2019","Plenty of Liquor","CAD","91.76","4.30","4.30","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Debit","","","",""
"Yes","No","Receipt","8/26/2025 9:22 PM","3/14/2019","Plenty of Liquor","CAD","222.09","10.01","10.01","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Debit","","","",""
"Yes","No","Receipt","8/26/2025 9:22 PM","3/16/2019","CURVY BOTTLE LIQUOR STORE","CAD","92.73","4.05","4.05","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Cash","","","",""
"Yes","No","Receipt","8/26/2025 9:22 PM","3/28/2019","One Stop Liquor","CAD","87.64","4.09","4.09","0.00","0.00","0.00","0.00","","0.00","Business","Deductible","Business expense","Client Beverage","","Debit","","","",""
"Yes","No","Receipt","8/26/2025 9:22 PM","1/8/2019","Depot","CAD","12.30","0.55","0.55","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Debit","","","3265",""
"Yes","No","Receipt","8/26/2025 9:22 PM","10/5/2019","Liquor Barn","CAD","198.00","9.43","9.43","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Cash","","","",""
"Yes","No","Receipt","8/26/2025 9:22 PM","9/14/2019","CURVY BOTTLE LIQUOR STORE","CAD","151.84","6.94","6.94","0.00","0.00","0.00","0.00","","0.00","Business","Deductible","Business expense","Client Beverage","","Cash","","","",""
"No","No","Receipt","8/26/2025 9:22 PM","10/25/2019","sobeys liquor","CAD","85.91","2.95","2.95","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Debit","","","4996",""
"Yes","No","Receipt","8/26/2025 9:22 PM","3/27/2019","CENTRAL AB CO-OP TAYLOF IUOR","CAD","58.49","2.37","2.37","0.00","0.00","0.00","0.00","","0.00","Business","Deductible","Business expense","Client Beverage","","Cash","","","",""
"Yes","No","Receipt","8/26/2025 9:22 PM","1/16/2019","CURVY BOTTLE LIQUOR STORE","CAD","34.48","1.37","1.37","0.00","0.00","0.00","0.00","","0.00","Business","Deductible","Business expense","Client Beverage","","Debit","","","",""
"Yes","No","Receipt","8/26/2025 9:45 PM","1/4/2019","SOLO Liquor","CAD","28.67","1.34","1.34","0.00","0.00","0.00","0.00","","0.00","Business","Deductible","Business expense","Client Beverage","","Cash","","","",""
"Yes","No","Receipt","8/26/2025 9:45 PM","2/8/2019","Plenty of Liquor","CAD","261.45","12.04","12.04","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Cash","","","",""
"Yes","No","Receipt","8/26/2025 9:45 PM","2/16/2019","CURVY BOTTLE LIQUOR STORE","CAD","18.97","0.78","0.78","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Cash","","","",""
"Yes","No","Receipt","8/26/2025 9:45 PM","2/15/2019","Liquor Depot north hill","CAD","24.67","0.20","0.20","0.00","0.00","0.00","0.00","","0.00","Business","Deductible","Business expense","Client Beverage","","Cash","","","",""
"Yes","No","Receipt","8/26/2025 9:45 PM","1/13/2019","CURVY BOTTLE LIQUOR STORE","CAD","13.99","0.66","0.66","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Card","","MASTERCARD","",""
"Yes","No","Receipt","8/26/2025 9:45 PM","3/1/2019","Plenty of Liquor","CAD","37.08","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Cash","","","",""
"Yes","No","Receipt","8/26/2025 9:45 PM","3/9/2019","Circle K","CAD","9.85","0.26","0.26","0.00","0.00","0.00","0.00","","0.00","Business","Deductible","Business expense","Client Beverage","","Cash","","","",""
"Yes","No","Receipt","8/26/2025 9:22 PM","10/19/2019","Plenty of Liquor","CAD","134.10","6.19","6.19","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Cash","","","",""
"Yes","No","Receipt","8/26/2025 9:22 PM","10/26/2019","Plenty of Liquor","CAD","136.15","6.22","6.22","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Cash","","","",""
"Yes","No","Receipt","8/26/2025 9:22 PM","11/19/2019","Plenty of Liquor","CAD","99.34","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Cash","","","",""
"Yes","No","Receipt","8/26/2025 9:22 PM","12/31/2019","Plenty of Liquor","CAD","41.82","1.95","1.95","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Cash","","","",""
"Yes","No","Receipt","8/26/2025 7:35 PM","3/29/2019","Plenty of Liquor","CAD","410.24","18.91","18.91","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Debit","","","",""
"Yes","No","Receipt","8/26/2025 7:35 PM","7/12/2019","Plenty of Liquor","CAD","32.40","1.62","1.62","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Debit","","","","ice"
"Yes","No","Receipt","8/26/2025 7:35 PM","7/5/2019","Plenty of Liquor","CAD","127.52","5.84","5.84","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Debit","","","",""
"Yes","No","Receipt","8/26/2025 9:21 PM","6/29/2019","Plenty of Liquor","CAD","44.98","2.10","2.10","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Debit","","","",""
"Yes","No","Receipt","8/26/2025 9:21 PM","6/8/2019","Plenty of Liquor","CAD","206.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Cash","","","",""
"Yes","No","Receipt","8/26/2025 9:21 PM","3/15/2019","Plenty of Liquor","CAD","39.95","1.88","1.88","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Cash","","","",""
"Yes","No","Receipt","8/26/2025 9:21 PM","3/8/2019","Plenty of Liquor","CAD","303.68","14.20","14.20","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Debit","","","",""
"Yes","No","Receipt","8/26/2025 9:21 PM","3/13/2019","Plenty of Liquor","CAD","33.72","1.59","1.59","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Debit","","","",""
"Yes","No","Receipt","8/26/2025 9:21 PM","3/10/2019","Plenty of Liquor","CAD","139.94","6.42","6.42","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Cash","","","",""
"Yes","No","Receipt","8/26/2025 9:21 PM","3/29/2019","Plenty of Liquor","CAD","65.68","3.12","3.12","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Cash","","","",""
"Yes","No","Receipt","8/26/2025 7:35 PM","2/1/2019","Plenty of Liquor","CAD","201.69","9.59","9.59","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Card","","","",""
"Yes","No","Receipt","8/26/2025 9:21 PM","3/14/2019","Plenty of Liquor","CAD","39.64","1.86","1.86","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Debit","","","",""
"Yes","No","Receipt","8/26/2025 9:21 PM","3/23/2019","Plenty of Liquor","CAD","90.88","9.12","9.12","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Cash","","","",""
"Yes","No","Receipt","8/26/2025 9:21 PM","3/22/2019","Plenty of Liquor","CAD","28.62","1.35","1.35","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Debit","","","",""
"Yes","No","Receipt","8/26/2025 9:21 PM","3/22/2019","Plenty of Liquor","CAD","234.35","10.81","10.81","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Debit","","","",""
"Yes","No","Receipt","8/26/2025 9:21 PM","3/22/2019","Plenty of Liquor","CAD","102.61","4.75","4.75","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Debit","","","",""
"Yes","No","Receipt","8/26/2025 9:21 PM","4/2/2019","Plenty of Liquor","CAD","191.94","8.79","8.79","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Debit","","","",""
"Yes","No","Receipt","8/26/2025 9:21 PM","3/28/2019","Plenty of Liquor","CAD","93.97","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","Business","Deductible","Business expense","Client Beverage","","Cash","","","",""
"Yes","No","Receipt","8/26/2025 9:22 PM","1/18/2019","Plenty of Liquor","CAD","78.22","3.55","3.55","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Debit","","","",""
"Yes","No","Receipt","8/26/2025 9:22 PM","1/18/2019","Plenty of Liquor","CAD","203.80","9.25","9.25","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Debit","","","",""
"Yes","No","Receipt","8/26/2025 9:22 PM","1/18/2019","Plenty of Liquor","CAD","65.51","3.05","3.05","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Card","","","",""
"Yes","No","Receipt","8/26/2025 9:22 PM","12/24/2019","Plenty of Liquor","CAD","37.70","1.75","1.75","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Cash","","","",""
"Yes","No","Receipt","8/26/2025 9:21 PM","3/23/2019","Plenty of Liquor","CAD","146.00","6.65","6.65","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Debit","","","",""
"Yes","No","Receipt","8/26/2025 9:45 PM","2/13/2019","Lucky","CAD","2.60","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Cash","","","","ice"
"Yes","No","Receipt","8/26/2025 7:08 PM","3/21/2019","Plenty of Liquor","CAD","263.21","12.25","12.25","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Debit","","","",""
"Yes","No","Receipt","8/26/2025 6:41 PM","6/15/2019","PLATINA LIQUOR 2","CAD","19.34","0.75","0.75","0.00","0.00","0.00","0.00","","0.00","","Deductible","Business expense","Client Beverage","","Card","","","2205",""
"Yes","No","Receipt","8/14/2025 2:11 PM","11/23/2019","husky","CAD","38.77","1.85","1.85","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Card","","","","L-20,41.293 lt"
"No","No","Receipt","8/14/2025 2:11 PM","11/20/2019","Run'n On Empty 50Ave","CAD","50.10","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Cash","","","3265","L-3,51.707 lt"
"Yes","No","Receipt","8/14/2025 2:11 PM","11/28/2019","Fas Gas Red Deer","CAD","52.90","2.52","2.52","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Cash","","","","L-20,56.34 lt"
"Yes","No","Receipt","8/14/2025 2:11 PM","11/18/2019","PETRO-CANADA","CAD","30.00","1.43","1.43","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Debit","","","3265","L-3,31.949"
"No","No","Receipt","8/14/2025 2:12 PM","11/28/2019","Run'n On Empty 50Ave","CAD","84.00","4.00","4.00","0.00","0.00","0.00","0.00","","0.00","Business","","Fuel","","","Cash","","","3265","L5,88.512 lt"
"No","No","Receipt","8/14/2025 2:12 PM","11/14/2019","Run'n On Empty 50Ave","CAD","75.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Debit","","","3265","L5,77.397"
